order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied
O861642,C00441,P0003,5,29.4,13-07-2025,Delayed,Bank Transfer,South,0.1
O904297,C00496,P0017,4,23.18,12-07-2025,delivered,Credit Card,East,
O967382,C00057,P0015,1,39.08,11-07-2025, Cancelled ,PayPal,Central,0
O432247,C00058,P0013,2,18.79,10-07-2025,Delivered,Bank Transfer,South,0
O755268,C00451,P0012,1,20.08,09-07-2025,delivered,Bank Transfer,West,0.05
O335686,C00082,P0004,2,35.43,08-07-2025, Cancelled ,Credit Card,West,0.15
O709870,C00221,P0028,5,43.41,07-07-2025, DELAYED,Credit Card,West,0.1
O992635,C00033,P0021,1,41.44,06-07-2025,delivered,PayPal,North,0.05
O342614,C00300,P0007,1,25.2,05-07-2025,Delivered,PayPal,Central,0.2
O315059,C00355,P0011,3,9.3,04-07-2025,Delivered,PayPal,Central,0.05
O911695,C00417,P0008,1,20.21,03-07-2025, DELAYED,Bank Transfer,East,0.1
O748753,C00248,P0009,1,20.69,02-07-2025, Cancelled ,credit card,North,0.1
O609760,C00122,P0022,5,25.43,01-07-2025,Delayed,PayPal,Central,0.1
O263214,C00050,P0004,1,49.83,30-06-2025,delivered,credit card,Central,0.05
O739731,C00217,P0003,3,47.01,29-06-2025,delivered,credit card,East,
O154588,C00037,P0015,4,33.8,28-06-2025, DELAYED,credit card,Central,0
O780231,C00394,P0001,4,46.96,27-06-2025,Delivered,Credit Card,Central,0.1
O364385,C00426,P0023,1,13.46,26-06-2025, DELAYED,PayPal,East,0.15
O498642,C00401,P0009,1,36.77,25-06-2025,delivered,Credit Card,Central,0.2
O470152,C00245,P0023,1,35.61,24-06-2025,delivered,PayPal,South,0.2
O440222,C00116,P0022,4,15.06,23-06-2025,Delivered,Credit Card,East,0.15
O931358,C00123,P0027,5,19.01,22-06-2025, Cancelled ,PayPal,East,0.1
O953285,C00040,P0019,5,36.35,21-06-2025, DELAYED,PayPal,East,
O669115,C00487,P0025,5,36.9,20-06-2025, DELAYED,Bank Transfer,East,0
O705250,C00465,P0015,4,48.81,19-06-2025,Delayed,Bank Transfer,West,0
O666618,C00303,P0005,4,23.11,18-06-2025,delivered,Credit Card,Central,0.15
O624423,C00002,P0028,4,47.75,17-06-2025,Delivered,Bank Transfer,South,0.2
O429842,C00014,P0023,1,25.29,16-06-2025,Delivered,Credit Card,Central,0.1
O795724,C00480,P0028,1,48.93,15-06-2025,Delivered,Bank Transfer,South,
O882653,C00332,P0005,3,44.01,14-06-2025, Cancelled ,Credit Card,South,0.2
O143476,C00343,P0015,3,43.64,13-06-2025,Delivered,Bank Transfer,West,0.1
O524187,C00287,P0015,3,31.63,12-06-2025,delivered,Credit Card,South,0.05
O122913,C00486,P0020,3,49.8,11-06-2025,Delayed,credit card,South,0.05
O656581,C00321,P0003,5,47.35,10-06-2025,Delivered,Bank Transfer,Central,
O195557,C00088,P0007,5,26.32,09-06-2025,Delayed,PayPal,East,0.15
O154851,C00107,P0024,2,24.21,08-06-2025,Delivered,PayPal,West,0.1
O829511,C00335,P0005,2,9.56,07-06-2025,Delayed,Bank Transfer,South,0
O150383,C00094,P0022,1,42.46,06-06-2025,delivered,credit card,East,
O460331,C00461,P0022,4,19.29,05-06-2025,delivered,PayPal,North,0.05
O649194,C00433,P0028,2,29.52,04-06-2025,Delayed,credit card,Central,0.05
O779184,C00045,P0017,4,14.32,03-06-2025,Delivered,Credit Card,Central,
O178240,C00478,P0013,5,33.22,02-06-2025, DELAYED,credit card,Central,0.05
O221796,C00319,P0017,4,23.71,01-06-2025,Delayed,Bank Transfer,South,
O830712,C00077,P0027,3,13.14,31-05-2025, Cancelled ,PayPal,North,0.15
O916245,C00390,P0010,1,24.57,30-05-2025,Delayed,PayPal,South,0.1
O725263,C00013,P0013,5,35.05,29-05-2025,Delayed,credit card,South,0.05
O274451,C00432,P0007,4,23.9,28-05-2025, DELAYED,Credit Card,Central,0.1
O884688,C00389,P0009,5,28.63,27-05-2025, Cancelled ,Credit Card,South,0.1
O462702,C00279,P0001,2,16.63,26-05-2025, DELAYED,PayPal,West,0.05
O428227,C00224,P0010,5,12.04,25-05-2025,delivered,Credit Card,South,0.1
O771682,C00015,P0019,3,25.85,24-05-2025, Cancelled ,Credit Card,West,0.15
O773768,C00098,P0016,5,32.3,23-05-2025,Delayed,Bank Transfer,North,
O133035,C00424,P0015,1,43.71,22-05-2025,Delayed,credit card,East,0
O951029,C00337,P0030,5,17.16,21-05-2025,Delayed,Credit Card,Central,0.15
O141798,C00300,P0030,5,23.18,20-05-2025,delivered,Bank Transfer,West,
O377376,C00022,P0027,4,36.68,19-05-2025,delivered,PayPal,South,0.05
O544940,C00223,P0017,4,32.38,18-05-2025,Delayed,Bank Transfer,North,0.2
O829181,C00173,P0025,5,26.69,17-05-2025,Delivered,credit card,East,0.05
O982766,C00034,P0014,5,43.81,16-05-2025, DELAYED,PayPal,South,0.1
O473456,C00251,P0030,2,40.61,15-05-2025, Cancelled ,credit card,South,0.1
O695415,C00138,P0003,2,37.1,14-05-2025,delivered,Credit Card,East,
O306639,C00330,P0017,4,25.75,13-05-2025,Delayed,PayPal,South,0.05
O768035,C00222,P0023,4,26.43,12-05-2025, DELAYED,PayPal,East,0
O897258,C00303,P0012,5,21.61,11-05-2025,Delivered,PayPal,South,0.05
O937627,C00403,P0009,2,9.11,10-05-2025,Delivered,Bank Transfer,East,0.2
O866632,C00138,P0014,3,9.78,09-05-2025,Delayed,PayPal,Central,
O359280,C00369,P0029,5,22.28,08-05-2025,Delivered,credit card,East,0.2
O543791,C00312,P0013,4,25.04,07-05-2025,delivered,Credit Card,Central,0.05
O434424,C00183,P0028,2,19.38,06-05-2025, Cancelled ,credit card,North,0
O514374,C00160,P0023,4,29.24,05-05-2025,delivered,credit card,East,0.1
O435796,C00314,P0026,1,37.81,04-05-2025, Cancelled ,Credit Card,North,0.1
O799391,C00314,P0026,1,8.61,03-05-2025, DELAYED,PayPal,North,0.1
O691926,C00224,P0005,2,49.92,02-05-2025,Delivered,Credit Card,North,0
O493426,C00236,P0023,4,23.78,01-05-2025,Delivered,credit card,East,0.15
O131726,C00286,P0001,1,22.18,30-04-2025,delivered,Bank Transfer,North,0.05
O936136,C00429,P0021,4,8.91,29-04-2025, Cancelled ,PayPal,South,0.05
O162875,C00245,P0003,2,11.04,28-04-2025, DELAYED,Bank Transfer,South,0.05
O681637,C00449,P0029,5,20.53,27-04-2025,Delivered,PayPal,East,0.1
O452246,C00440,P0012,3,8.29,26-04-2025,Delayed,credit card,West,0.1
O588103,C00344,P0020,4,12.04,25-04-2025,Delivered,Credit Card,East,0.15
O345298,C00365,P0024,2,23.12,24-04-2025,delivered,PayPal,South,0.05
O259676,C00023,P0003,5,29.67,23-04-2025,delivered,PayPal,East,0.2
O418853,C00162,P0021,1,44.85,22-04-2025, Cancelled ,Bank Transfer,West,0.15
O279565,C00183,P0011,1,8.62,21-04-2025,Delayed,Bank Transfer,East,0.1
O574734,C00411,P0005,4,39.78,20-04-2025,delivered,credit card,East,0.15
O305437,C00008,P0026,3,16.59,19-04-2025,Delivered,Bank Transfer,East,0.05
O276556,C00363,P0006,4,34.96,18-04-2025,delivered,credit card,North,0
O256320,C00429,P0022,5,14.43,17-04-2025, DELAYED,Bank Transfer,East,0.1
O894163,C00360,P0004,2,9.28,16-04-2025, Cancelled ,credit card,Central,0.2
O420008,C00203,P0025,5,22.29,15-04-2025,Delivered,credit card,South,0.15
O858056,C00187,P0025,5,39.65,14-04-2025,Delayed,Credit Card,North,0
O342709,C00492,P0027,2,14.06,13-04-2025, DELAYED,Credit Card,North,0.2
O423810,C00237,P0010,1,27.83,12-04-2025,Delayed,Bank Transfer,West,0.1
O653028,C00473,P0002,3,30.96,11-04-2025,delivered,credit card,North,0
O214142,C00324,P0023,1,19.17,10-04-2025,Delayed,PayPal,West,0.05
O250466,C00288,P0028,3,35.36,09-04-2025, Cancelled ,PayPal,North,0.1
O669391,C00365,P0018,1,30.73,08-04-2025,Delayed,credit card,East,
O644220,C00265,P0012,1,16.39,07-04-2025,delivered,Credit Card,West,
O914329,C00124,P0004,4,8.09,06-04-2025, DELAYED,PayPal,North,0.1
O848134,C00161,P0011,2,29.94,05-04-2025, DELAYED,Bank Transfer,East,0.2
O344254,C00040,P0012,5,33.03,04-04-2025, DELAYED,Bank Transfer,North,0.1
O822742,C00299,P0002,2,34.38,03-04-2025,delivered,PayPal,Central,
O663482,,P0029,3,18.89,02-04-2025, Cancelled ,PayPal,West,0.05
O774094,C00305,P0024,2,13.07,01-04-2025,delivered,Credit Card,East,0.15
O381084,C00326,P0001,1,20.5,05-04-2025,Delivered,PayPal,North,0.15
O483215,C00464,P0006,1,18.9,09-04-2025, Cancelled ,credit card,Central,0.15
O328687,C00233,P0027,3,48.62,13-04-2025,Delayed,Bank Transfer,South,
O896446,C00395,P0014,5,9.21,17-04-2025,delivered,credit card,South,0.05
O588020,C00161,P0013,5,8.84,21-04-2025, Cancelled ,credit card,West,0.15
O687548,C00500,P0004,2,45.04,25-04-2025, Cancelled ,,West,0.15
O147181,C00479,P0022,5,25.34,29-04-2025,delivered,credit card,East,0.1
O593075,C00112,P0012,4,13.78,03-05-2025,Delivered,PayPal,West,0
O565819,C00023,P0005,5,42.62,07-05-2025,Delayed,credit card,Central,0
,C00237,P0013,1,39.26,11-05-2025,Delayed,Credit Card,West,0.2
O171169,C00129,P0024,3,21.2,15-05-2025, Cancelled ,credit card,Central,
O975839,C00485,P0017,3,24.58,19-05-2025, Cancelled ,Credit Card,North,0.2
O519294,C00136,P0029,1,24.88,23-05-2025,delivered,credit card,North,0.2
O801334,C00405,P0008,5,43.83,27-05-2025,Delivered,Bank Transfer,East,0.15
O862387,C00492,P0024,5,30.57,31-05-2025,Delayed,PayPal,Central,
O208235,C00303,P0012,1,21.04,04-06-2025, DELAYED,Credit Card,Central,0.15
O885156,C00308,P0016,4,21.79,08-06-2025, DELAYED,Bank Transfer,East,0.15
O660174,C00129,P0006,3,24.59,12-06-2025,Delivered,Bank Transfer,Central,
O473706,C00095,P0025,5,11.87,16-06-2025,Delivered,Credit Card,Central,0.1
O338738,C00151,P0012,4,15.84,20-06-2025,delivered,Credit Card,North,0.15
O725897,C00307,P0014,4,17.65,24-06-2025,Delivered,Credit Card,East,0.05
O735212,C00338,P0029,5,30.49,28-06-2025, Cancelled ,Credit Card,North,0.05
O147347,C00253,P0015,4,13.8,02-07-2025,Delayed,PayPal,North,0.15
O547571,C00204,P0009,4,9.04,06-07-2025, DELAYED,Credit Card,North,0.15
O375240,C00297,P0019,4,24.62,10-07-2025,Delayed,Bank Transfer,North,
O422085,C00340,P0017,1,36.99,14-07-2025,Delayed,Credit Card,South,0.2
O718740,C00477,P0028,1,37.18,18-07-2025,Delayed,Bank Transfer,North,0.2
O988124,C00335,P0023,1,41.95,22-07-2025,Delivered,PayPal,North,0.05
O467892,C00035,P0025,1,42.54,26-07-2025,Delayed,Bank Transfer,East,0.05
O595276,C00404,P0025,5,43.59,30-07-2025, DELAYED,Credit Card,East,0.05
O268087,C00176,P0017,1,16.4,03-08-2025,Delayed,Bank Transfer,Central,0.15
O853253,C00118,P0008,3,34.5,07-08-2025,Delivered,credit card,North,0.05
O421603,C00364,P0013,4,27.97,11-08-2025,Delayed,Credit Card,North,0.2
O539256,C00306,P0010,4,30.81,15-08-2025, Cancelled ,credit card,North,0.1
O259687,C00196,P0018,4,21.52,19-08-2025,delivered,credit card,East,0.05
O313202,C00345,P0003,5,20.8,23-08-2025, DELAYED,PayPal,North,0.15
O164487,C00350,P0002,1,40.21,21-08-2025, DELAYED,PayPal,South,0.15
O202818,C00116,P0008,2,18.98,19-08-2025,delivered,PayPal,North,0.2
O924045,C00479,P0021,4,40.44,17-08-2025,Delivered,credit card,West,
O822353,C00048,P0007,1,26.41,15-08-2025,Delayed,Bank Transfer,West,0
O261115,C00072,P0025,5,39.67,13-08-2025, DELAYED,Credit Card,East,0.15
O895098,C00298,P0006,2,11.68,11-08-2025,Delayed,Bank Transfer,West,0.05
O770630,C00354,P0017,2,8.85,09-08-2025,Delayed,Credit Card,Central,
O450483,C00467,P0010,4,34.2,07-08-2025,delivered,credit card,East,0.1
O690808,C00001,P0024,5,21.12,05-08-2025, Cancelled ,Bank Transfer,Central,0
O555342,C00057,P0011,2,17.08,03-08-2025, Cancelled ,credit card,Central,0.05
O243405,C00395,P0003,5,44.94,01-08-2025,Delivered,Credit Card,West,0
O684179,C00139,P0016,4,26.16,30-07-2025,Delayed,Bank Transfer,North,0.2
O566226,C00141,P0025,1,14.46,28-07-2025,Delayed,Bank Transfer,West,0.1
O547053,C00315,P0021,1,11.8,26-07-2025, Cancelled ,credit card,Central,0.05
O380869,C00105,P0006,4,40.05,24-07-2025,delivered,Credit Card,East,
O378230,C00496,P0015,5,48,22-07-2025, Cancelled ,PayPal,North,
O877478,C00293,P0027,5,11.45,20-07-2025, Cancelled ,PayPal,South,0
O590450,C00283,P0024,2,45.91,18-07-2025,Delivered,credit card,West,0.1
O174098,C00191,P0011,4,29.47,16-07-2025, Cancelled ,Credit Card,West,0.05
O994508,C00490,P0019,4,38.16,14-07-2025, DELAYED,PayPal,East,0.05
O934833,C00259,P0019,5,40.4,12-07-2025, DELAYED,Bank Transfer,East,0.15
O237777,C00189,P0009,2,49.88,10-07-2025,delivered,credit card,East,0.15
O520929,C00388,P0004,3,31.5,08-07-2025, Cancelled ,Credit Card,West,0
O127255,C00118,P0028,3,40.92,06-07-2025,Delivered,credit card,North,
O124099,C00002,P0029,4,10.19,04-07-2025,Delayed,PayPal,Central,
O821166,C00297,P0013,2,21.51,02-07-2025,Delivered,credit card,Central,0
O558160,C00436,P0011,3,49.68,30-06-2025,Delivered,credit card,West,0
O530112,C00140,P0026,3,35.25,28-06-2025, Cancelled ,Bank Transfer,South,0.1
O789327,C00107,P0001,5,33.92,26-06-2025, DELAYED,Credit Card,Central,0.15
O520041,C00396,P0020,2,25.53,24-06-2025,delivered,credit card,East,0
O812856,C00178,P0011,5,28.67,22-06-2025, DELAYED,Credit Card,South,0.05
O405877,C00246,P0028,4,30.96,20-06-2025, Cancelled ,Credit Card,West,
O129987,C00070,P0001,1,25.34,18-06-2025,delivered,Credit Card,West,0.15
O780120,C00235,P0001,4,42.21,16-06-2025,Delivered,PayPal,South,0.1
O670776,C00457,P0015,5,47.37,14-06-2025,delivered,PayPal,East,0.15
O562749,C00149,P0004,2,16.5,12-06-2025,Delivered,Credit Card,Central,
O219645,C00324,P0015,2,43.3,10-06-2025,delivered,Bank Transfer,Central,0.05
O777494,C00384,P0011,1,39.37,08-06-2025,Delivered,PayPal,North,0
O237033,C00150,P0025,2,22.02,06-06-2025,Delivered,credit card,North,0.15
O648757,C00421,P0013,4,47.71,04-06-2025,Delivered,PayPal,North,0.15
O647630,C00004,P0029,1,21.31,02-06-2025,delivered,Credit Card,East,0.15
O651709,C00013,P0021,1,12.97,31-05-2025,Delayed,Credit Card,Central,0.2
O544183,C00145,P0023,2,32.34,29-05-2025,delivered,Credit Card,West,0.15
O704629,C00075,P0011,4,16.78,27-05-2025,Delayed,PayPal,West,0
O207449,C00059,P0016,4,18.09,25-05-2025,Delivered,Bank Transfer,West,0.15
O873643,C00383,P0018,2,27.28,23-05-2025,Delayed,credit card,Central,0.1
O252666,C00286,P0006,2,45.68,21-05-2025,Delayed,credit card,North,0
O128974,C00061,P0014,2,24.23,19-05-2025, Cancelled ,Credit Card,South,0.1
O862195,C00434,P0014,3,45.33,17-05-2025, DELAYED,PayPal,North,0.05
O366703,C00097,P0002,3,31.25,15-05-2025,delivered,Bank Transfer,West,
O471539,C00382,P0006,5,43.62,13-05-2025, DELAYED,Credit Card,West,0.15
O804552,C00184,P0027,3,31.04,11-05-2025,delivered,credit card,East,0.15
O357272,C00056,P0008,2,31.77,09-05-2025,Delivered,Bank Transfer,East,0
O774563,C00424,P0016,5,14.15,07-05-2025,Delayed,PayPal,East,0.05
O934656,C00289,P0001,5,37.49,05-05-2025,Delivered,Bank Transfer,East,0.05
O526816,C00146,P0029,1,29.25,03-05-2025,Delayed,PayPal,Central,0
O620883,C00018,P0029,2,31.05,01-05-2025,Delayed,credit card,West,0.15
O234459,C00436,P0020,1,43.13,02-05-2025,Delayed,PayPal,East,0
O508819,C00338,P0003,3,10.22,03-05-2025,Delivered,credit card,North,0.2
O803369,C00025,P0025,3,19.25,04-05-2025,delivered,PayPal,West,0.05
O210647,C00474,P0017,3,26.97,05-05-2025,delivered,Bank Transfer,North,
O935826,C00349,P0003,3,47.14,06-05-2025, Cancelled ,Credit Card,West,0.2
O689778,C00050,P0012,2,40.78,07-05-2025,delivered,credit card,South,0.2
O613412,C00153,P0013,3,43.99,08-05-2025, DELAYED,Credit Card,North,0.15
O553182,C00431,P0010,2,45.29,09-05-2025, DELAYED,Bank Transfer,South,0.2
O713835,C00400,P0014,4,16.96,10-05-2025, DELAYED,Credit Card,South,0.05
O288328,C00109,P0001,4,36.4,11-05-2025, DELAYED,Credit Card,North,0
O715915,C00327,P0006,5,42.03,12-05-2025, Cancelled ,Bank Transfer,Central,0
O704671,C00485,P0030,4,18.25,13-05-2025, Cancelled ,Credit Card,East,0.1
O918997,C00179,P0015,2,40.85,14-05-2025,delivered,credit card,East,0
O993816,C00372,P0015,3,35.97,15-05-2025,Delayed,Credit Card,South,0
O172437,C00497,P0007,3,49.03,16-05-2025, Cancelled ,Bank Transfer,South,0.2
O820253,C00011,P0012,3,29.74,17-05-2025,delivered,Credit Card,Central,0.05
O345973,C00439,P0007,2,14.74,18-05-2025,delivered,PayPal,Central,0.05
O912757,C00248,P0025,1,29.3,19-05-2025, DELAYED,,East,0.05
O366447,C00410,P0023,4,17.36,20-05-2025, DELAYED,Bank Transfer,North,0.1
O363324,C00016,P0009,5,27.16,21-05-2025,Delayed,Credit Card,North,0.05
O151706,C00032,P0011,5,43.37,22-05-2025,Delayed,Bank Transfer,North,0.2
O786607,C00447,P0006,5,27.94,23-05-2025,delivered,Bank Transfer,North,0.05
O156068,C00264,P0002,1,9.81,24-05-2025, DELAYED,PayPal,North,0.15
O305019,C00262,P0019,4,29.64,25-05-2025,Delayed,credit card,Central,
O236527,C00056,P0029,4,35.73,26-05-2025,Delayed,PayPal,West,0.1
O285283,C00353,P0006,3,45.28,27-05-2025, DELAYED,PayPal,North,0.1
O553829,C00295,P0029,4,41.74,28-05-2025,delivered,Bank Transfer,East,0.1
O676664,C00213,P0013,5,32.49,29-05-2025,Delivered,PayPal,South,0.05
O837245,C00460,P0020,5,11.61,30-05-2025,Delivered,Credit Card,North,0
O527528,C00350,P0006,3,37.57,31-05-2025,Delayed,Bank Transfer,South,0.1
O715358,C00143,P0025,3,36.05,01-06-2025,delivered,Credit Card,North,0.1
O672386,C00161,P0017,1,32.5,02-06-2025,Delayed,credit card,North,0.1
O720995,C00320,P0008,2,15.03,03-06-2025,Delivered,Credit Card,South,0
O193168,C00330,P0016,4,33.58,04-06-2025,Delayed,Bank Transfer,West,0.1
O805020,C00449,P0008,2,48.24,05-06-2025,delivered,Bank Transfer,North,0.2
O695243,C00082,P0023,4,25,06-06-2025, DELAYED,Credit Card,West,0.05
O894402,C00079,P0011,2,38.02,07-06-2025,delivered,Bank Transfer,Central,0.1
O250741,C00348,P0008,1,35.05,08-06-2025, DELAYED,Bank Transfer,East,0.05
O583206,C00103,P0010,4,18.04,09-06-2025,Delivered,PayPal,East,0.05
O509145,C00322,P0017,5,23.37,10-06-2025, Cancelled ,PayPal,South,0.2
O882733,C00131,P0014,4,25.14,11-06-2025, DELAYED,PayPal,East,0
O209681,C00037,P0007,2,38.18,12-06-2025,Delayed,PayPal,North,0.2
O404148,C00460,P0020,5,13.08,13-06-2025, Cancelled ,Credit Card,East,0.2
O480589,C00472,P0022,1,39.56,14-06-2025,Delivered,Credit Card,South,0.05
O312155,C00374,P0008,4,31.12,15-06-2025,Delivered,PayPal,North,0.2
O923608,C00403,P0013,5,10.27,16-06-2025, Cancelled ,PayPal,South,0.2
O343188,C00090,P0017,5,26.8,17-06-2025, DELAYED,Credit Card,East,0.15
O218660,C00231,P0014,1,20.37,18-06-2025,Delivered,PayPal,North,0.15
O675892,C00169,P0023,1,21.05,19-06-2025, DELAYED,credit card,North,
O375721,C00110,P0002,3,33.16,20-06-2025,Delayed,Bank Transfer,West,0.15
O438379,C00168,P0026,3,24.58,21-06-2025,Delivered,PayPal,South,
O796311,C00019,P0020,3,18.12,22-06-2025,delivered,Credit Card,Central,0.15
O896617,C00050,P0014,5,38.61,23-06-2025,delivered,PayPal,Central,0.05
O328722,C00267,P0014,3,19.26,24-06-2025,Delayed,credit card,North,0
O225052,C00147,P0007,1,22.18,25-06-2025,delivered,Credit Card,West,
O651817,C00143,P0022,2,18.45,26-06-2025, DELAYED,credit card,Central,0
O481907,C00115,P0025,4,8.44,27-06-2025, DELAYED,Credit Card,North,0.15
O807620,C00380,P0028,2,31.83,28-06-2025, DELAYED,credit card,Central,0
O720749,C00207,P0011,3,17.41,29-06-2025, Cancelled ,Credit Card,West,0.1
O842017,C00078,P0013,4,19.32,30-06-2025, DELAYED,PayPal,North,0.1
O605680,C00066,P0020,2,10.14,01-07-2025,Delayed,Bank Transfer,West,0
O606964,C00497,P0026,1,33.69,02-07-2025,Delivered,Bank Transfer,Central,0.1
O401865,C00190,P0025,2,44.43,03-07-2025, Cancelled ,Bank Transfer,South,0
O177474,C00311,P0022,2,24.61,04-07-2025,Delayed,credit card,Central,
O477765,C00251,P0018,3,36.04,05-07-2025, Cancelled ,PayPal,East,0.05
O816423,C00173,P0016,5,8.02,06-07-2025,delivered,PayPal,North,0.05
O298129,C00441,P0006,5,28.03,07-07-2025, Cancelled ,credit card,West,0.05
O353488,C00088,P0018,2,10.74,08-07-2025,Delivered,Credit Card,East,0.1
O184928,C00317,P0021,1,44.95,09-07-2025, Cancelled ,credit card,South,0.05
O569186,C00344,P0016,5,25.96,10-07-2025,Delayed,Bank Transfer,South,0.2
O718120,C00349,P0016,5,48.43,11-07-2025,delivered,credit card,Central,0.2
O723079,C00369,P0003,3,46.78,12-07-2025, Cancelled ,Credit Card,Central,0
O568622,C00091,P0004,3,34.14,13-07-2025,Delayed,Credit Card,Central,
O836686,C00144,P0020,5,33.66,14-07-2025,Delayed,PayPal,North,0
O676059,C00317,P0013,2,38.2,15-07-2025,delivered,credit card,West,0.2
O720017,C00438,P0017,5,48.56,16-07-2025,Delivered,Credit Card,Central,
O329855,C00067,P0027,3,31.17,17-07-2025,Delivered,PayPal,Central,0.1
O946258,C00024,P0025,1,26.5,18-07-2025,Delivered,Credit Card,West,0.2
O194564,C00211,P0029,2,40,19-07-2025, Cancelled ,credit card,South,0.1
O327120,C00229,P0022,1,11.19,20-07-2025, Cancelled ,Bank Transfer,South,0.2
O659539,C00475,P0012,4,22.1,21-07-2025,Delivered,PayPal,Central,0.15
O657628,C00121,P0025,4,20.57,22-07-2025, DELAYED,credit card,Central,0.05
O406359,C00287,P0018,3,25.75,23-07-2025,Delayed,Credit Card,South,0
O385194,C00469,P0011,2,28.96,24-07-2025, Cancelled ,Bank Transfer,Central,0.05
O417322,C00161,P0022,5,39.98,25-07-2025,Delayed,PayPal,East,0.05
O409756,C00023,P0025,5,27.9,26-07-2025, DELAYED,Credit Card,East,0.2
O993718,C00033,P0004,3,42.47,27-07-2025,Delivered,Bank Transfer,Central,0
O711767,C00017,P0030,3,15.85,28-07-2025,Delivered,PayPal,Central,0.1
O469057,C00058,P0023,4,42.15,29-07-2025,Delayed,Credit Card,South,0.05
O923302,C00478,P0007,2,31.29,30-07-2025, DELAYED,credit card,North,0.1
O471253,C00271,P0010,2,44.44,31-07-2025, Cancelled ,Credit Card,West,
O431449,C00110,P0025,4,30.71,01-08-2025, Cancelled ,Credit Card,North,
O945946,C00366,P0022,3,10.96,02-08-2025,Delivered,Bank Transfer,West,0.05
O781756,C00204,P0023,3,8.15,03-08-2025,delivered,Credit Card,Central,
O813781,C00140,P0015,2,27.54,04-08-2025,Delivered,credit card,West,0.1
O494841,C00144,P0020,5,15.08,05-08-2025, DELAYED,credit card,West,0.1
O384801,C00401,P0014,1,24.61,06-08-2025,delivered,PayPal,Central,0.2
O226118,C00390,P0016,1,26.59,07-08-2025, Cancelled ,PayPal,North,
O132423,C00018,P0004,4,46.73,08-08-2025,delivered,credit card,Central,
O176458,C00442,P0014,4,44.81,09-08-2025,Delivered,PayPal,Central,0.1
O697725,C00289,P0017,5,43.77,10-08-2025, Cancelled ,Bank Transfer,Central,0
O273863,C00428,P0010,3,24.89,11-08-2025, DELAYED,credit card,Central,0.1
O704720,C00028,P0011,1,17.44,12-08-2025, DELAYED,Credit Card,South,
O946444,C00189,P0008,1,24.49,13-08-2025, DELAYED,Bank Transfer,East,
O308005,C00385,P0002,5,19.48,14-08-2025,delivered,PayPal,West,0.15
O493557,C00214,P0014,4,15.42,15-08-2025, Cancelled ,credit card,West,0.1
O213926,C00325,P0017,4,35.68,16-08-2025, DELAYED,Credit Card,South,0.15
O227188,C00276,P0015,5,29.07,17-08-2025,Delayed,credit card,West,0.05
O242148,C00030,P0017,4,29.71,18-08-2025,Delayed,PayPal,South,
O886467,C00445,P0027,5,35.87,19-08-2025,delivered,Credit Card,North,0.1
O362426,C00371,P0004,5,38.06,20-08-2025,Delayed,credit card,North,0.15
O238898,C00445,P0014,5,22.13,21-08-2025,Delivered,Credit Card,South,0.15
O431296,C00160,P0004,4,27.23,22-08-2025, DELAYED,PayPal,Central,
O399990,C00237,P0016,4,24.9,23-08-2025,Delayed,Credit Card,South,0.2
O132874,C00179,P0017,1,22.7,24-08-2025, Cancelled ,PayPal,West,0.2
O407951,C00433,P0006,2,25.62,25-08-2025,delivered,PayPal,West,0.1
O896790,C00487,P0017,1,37.08,20-08-2025, DELAYED,credit card,East,
O124495,C00310,P0024,5,44,15-08-2025,Delayed,credit card,North,0.2
O956257,C00294,P0022,3,48.97,10-08-2025, Cancelled ,PayPal,North,0.1
O371359,C00431,P0013,5,42.38,05-08-2025, Cancelled ,PayPal,North,0.05
O924705,C00303,P0008,3,21.17,31-07-2025,delivered,Bank Transfer,South,0
O219804,C00379,P0028,1,20.3,26-07-2025, DELAYED,Bank Transfer,Central,0.15
O772655,C00358,P0011,1,46.55,21-07-2025, DELAYED,Credit Card,West,0
O679674,C00446,P0027,1,35.8,16-07-2025,Delivered,credit card,North,0.05
O192035,C00361,P0027,5,10.85,11-07-2025,Delivered,PayPal,South,0.1
O532522,C00373,P0030,4,26.06,06-07-2025, DELAYED,Credit Card,West,
O276813,C00053,P0008,3,46.43,01-07-2025, DELAYED,Credit Card,South,0.2
O732417,C00428,P0020,4,33.67,26-06-2025,Delivered,PayPal,South,
O250399,C00247,P0009,4,28.93,21-06-2025,delivered,PayPal,South,
O516798,C00171,P0024,2,48.5,16-06-2025, DELAYED,Credit Card,Central,0.2
O821690,C00121,P0029,3,11.76,11-06-2025,Delayed,Credit Card,East,
O644800,C00236,P0013,4,13.54,06-06-2025,Delayed,PayPal,South,0.2
O154954,C00157,P0027,3,25.22,01-06-2025, DELAYED,PayPal,West,0.2
O596801,C00354,P0003,4,19.3,27-05-2025,Delayed,credit card,West,0
O577631,C00264,P0015,5,21.28,22-05-2025, Cancelled ,Credit Card,Central,0.2
O605402,C00133,P0028,2,25.5,17-05-2025,delivered,PayPal,South,0
O979156,C00195,P0018,2,11.29,12-05-2025,Delayed,PayPal,North,0.15
O564059,C00073,P0014,1,10.22,07-05-2025,Delivered,credit card,Central,0
O323662,C00172,P0014,4,33.65,02-05-2025, DELAYED,Credit Card,East,0
O275012,C00397,P0002,3,10.6,06-05-2025,Delayed,Credit Card,West,0
